transaction_id,transaction_date,transaction_time,store_id,product_id,transaction_qty
91,2023-01-01,13:18:59,6,7,1
92,2023-01-01,13:19:23,3,11,2
93,2023-01-01,13:19:39,2,4,1
94,2023-01-01,13:20:04,8,3,1
95,2023-01-01,13:20:10,6,11,3
96,2023-01-01,13:20:30,6,2,2
97,2023-01-01,13:20:31,8,5,1
98,2023-01-01,13:20:36,1,8,1
99,2023-01-01,13:21:47,5,3,1
100,2023-01-01,13:21:57,2,8,1
101,2023-01-01,13:22:58,7,7,1
102,2023-01-01,13:23:08,7,4,1
103,2023-01-01,13:24:20,1,3,1
104,2023-01-01,13:25:08,7,1,2
105,2023-01-01,13:25:08,2,2,2
106,2023-01-01,13:25:18,7,3,1
107,2023-01-01,13:26:09,4,14,2
108,2023-01-01,13:27:39,9,10,1
109,2023-01-01,13:28:16,2,4,1
110,2023-01-01,13:28:47,3,8,2
111,2023-01-01,13:29:29,7,9,1
112,2023-01-01,13:30:13,5,13,1
113,2023-01-01,13:31:42,2,10,1
114,2023-01-01,13:33:00,7,4,1
115,2023-01-01,13:33:09,4,8,3
116,2023-01-01,13:34:55,5,3,1
117,2023-01-01,13:37:43,6,7,1
118,2023-01-01,13:38:00,2,10,2
119,2023-01-01,13:38:48,8,7,2
120,2023-01-01,13:39:16,6,10,1
121,2023-01-01,13:39:51,5,13,1
122,2023-01-01,13:43:49,3,9,2
123,2023-01-01,13:43:53,6,6,2
124,2023-01-01,13:44:40,4,2,1
125,2023-01-01,13:45:49,9,3,3
126,2023-01-01,13:45:54,7,13,1
127,2023-01-01,13:46:33,3,11,2
128,2023-01-01,13:47:08,2,8,4
129,2023-01-01,13:49:42,5,6,1
130,2023-01-01,13:51:36,4,10,1
131,2023-01-01,13:52:08,5,7,1
132,2023-01-01,13:52:45,7,9,1
133,2023-01-01,13:53:31,4,8,1
134,2023-01-01,13:53:46,2,14,1
135,2023-01-01,13:54:26,5,1,1
136,2023-01-01,13:56:32,4,2,1
137,2023-01-01,13:57:00,7,8,1
138,2023-01-01,13:57:05,6,13,1
139,2023-01-01,13:57:23,5,1,1
140,2023-01-01,14:00:22,8,10,2
141,2023-01-01,14:00:56,1,10,1
142,2023-01-01,14:01:55,3,5,4
143,2023-01-01,14:02:46,1,10,1
144,2023-01-01,14:04:44,8,4,1
145,2023-01-01,14:05:04,8,7,1
146,2023-01-01,14:05:15,1,9,1
147,2023-01-01,14:06:12,2,14,2
148,2023-01-01,14:06:26,9,14,3
149,2023-01-01,14:06:45,1,14,1
150,2023-01-01,14:06:53,4,11,2
151,2023-01-01,14:07:03,1,14,1
152,2023-01-01,14:07:40,5,9,2
153,2023-01-01,14:07:55,1,11,1
154,2023-01-01,14:09:02,2,9,4
155,2023-01-01,14:10:07,9,12,3
156,2023-01-01,14:10:14,5,9,1
157,2023-01-01,14:10:17,6,4,1
158,2023-01-01,14:10:45,4,3,1
159,2023-01-01,14:12:10,3,9,1
160,2023-01-01,14:12:30,2,7,2
161,2023-01-01,14:13:48,4,9,2
162,2023-01-01,14:14:07,5,9,1
163,2023-01-01,14:15:33,8,5,3
164,2023-01-01,14:16:01,2,9,1
165,2023-01-01,14:17:04,6,1,1
166,2023-01-01,14:17:29,10,11,1
167,2023-01-01,14:18:01,2,11,1
168,2023-01-01,14:19:32,3,3,1
169,2023-01-01,14:19:39,10,9,2
170,2023-01-01,14:20:38,6,11,1
171,2023-01-01,14:21:51,6,5,1
172,2023-01-01,14:22:52,8,4,1
173,2023-01-01,14:22:57,6,3,1
174,2023-01-01,14:23:14,2,7,2
175,2023-01-01,14:23:22,9,7,1
176,2023-01-01,14:25:12,8,5,2
177,2023-01-01,14:25:18,2,3,1
178,2023-01-01,14:27:26,2,2,1
179,2023-01-01,14:28:45,6,4,1
180,2023-01-01,14:29:00,5,7,2
181,2023-01-01,14:29:37,5,1,3
182,2023-01-01,14:29:56,6,13,2
183,2023-01-01,14:31:30,4,2,1
184,2023-01-01,14:31:56,7,1,1
185,2023-01-01,14:33:39,8,2,3
186,2023-01-01,14:33:45,2,2,2
187,2023-01-01,14:34:10,2,1,4
188,2023-01-01,14:36:47,3,12,1
189,2023-01-01,14:38:23,5,13,4
190,2023-01-01,14:40:07,3,6,1
191,2023-01-01,14:40:13,1,13,1
192,2023-01-01,14:41:14,6,4,1
193,2023-01-01,14:41:42,8,1,2
194,2023-01-01,14:46:19,2,5,1
195,2023-01-01,14:46:38,8,3,1
196,2023-01-01,14:46:41,2,8,1
197,2023-01-01,14:48:32,7,11,1
198,2023-01-01,14:49:08,2,10,2
199,2023-01-01,14:49:38,5,12,1
200,2023-01-01,14:51:04,7,7,2
201,2023-01-01,14:52:15,5,12,2
202,2023-01-01,14:54:30,9,3,2
203,2023-01-01,14:57:54,7,6,2
204,2023-01-01,14:58:03,2,9,2
205,2023-01-01,15:01:51,1,12,1
206,2023-01-01,15:02:48,2,13,1
207,2023-01-01,15:04:02,6,4,1
208,2023-01-01,15:07:30,9,10,2
209,2023-01-01,15:09:04,3,8,2
210,2023-01-01,15:09:50,4,7,3
211,2023-01-01,15:10:53,6,8,1
212,2023-01-01,15:12:45,4,7,1
213,2023-01-01,15:15:07,2,12,1
214,2023-01-01,15:15:59,5,11,1
215,2023-01-01,15:16:00,2,8,1
216,2023-01-01,15:21:39,4,1,3
217,2023-01-01,15:23:45,6,12,2
218,2023-01-01,15:29:30,4,3,2
219,2023-01-01,15:29:58,2,1,1
220,2023-01-01,15:38:25,8,12,1
221,2023-01-01,15:40:59,4,12,2
222,2023-01-01,15:41:33,7,6,1
223,2023-01-01,15:41:53,9,2,1
224,2023-01-01,15:44:39,5,4,1
225,2023-01-01,15:45:25,1,5,1
226,2023-01-01,15:46:24,4,1,2
227,2023-01-01,15:48:23,1,6,1
228,2023-01-01,15:49:07,4,4,2
229,2023-01-01,15:49:09,3,13,1
230,2023-01-01,15:49:26,2,12,1
231,2023-01-01,15:54:13,2,14,1
232,2023-01-01,16:01:25,7,7,2
233,2023-01-01,16:01:27,4,2,2
234,2023-01-01,16:04:31,10,5,1
235,2023-01-01,16:10:25,6,11,2
236,2023-01-01,16:16:28,7,5,2
237,2023-01-01,16:19:22,6,12,1
238,2023-01-01,16:20:17,1,11,1
239,2023-01-01,16:20:40,8,9,1
240,2023-01-01,16:23:50,4,6,1
241,2023-01-01,16:25:17,3,5,1
242,2023-01-01,16:28:45,8,10,1
243,2023-01-01,16:31:30,3,2,2
244,2023-01-01,16:31:43,10,13,2
245,2023-01-01,16:32:54,8,12,1
246,2023-01-01,16:36:30,2,4,1
247,2023-01-01,16:48:04,1,2,1
248,2023-01-01,16:48:55,1,8,1
249,2023-01-01,16:53:54,3,14,3
250,2023-01-01,16:54:53,6,2,2
251,2023-01-01,16:55:27,7,8,1
252,2023-01-01,17:02:58,10,12,4
253,2023-01-01,17:09:33,6,8,1
254,2023-01-01,17:11:47,1,12,1
255,2023-01-01,17:11:52,8,11,1
256,2023-01-01,17:13:11,6,11,2
257,2023-01-01,17:14:29,5,14,1
258,2023-01-01,17:19:01,2,4,2
259,2023-01-01,17:20:12,3,11,2
260,2023-01-01,17:22:04,2,9,2
261,2023-01-01,17:24:36,3,6,1
262,2023-01-01,17:24:59,10,7,2
263,2023-01-01,17:28:03,4,11,2
264,2023-01-01,17:28:34,4,6,2
265,2023-01-01,17:32:28,2,9,1
266,2023-01-01,17:32:39,7,3,1
267,2023-01-01,17:34:03,8,7,1
268,2023-01-01,17:36:08,7,4,1
269,2023-01-01,17:37:25,6,4,1
270,2023-01-01,17:39:01,1,11,1
271,2023-01-01,17:40:55,7,2,2
272,2023-01-01,17:42:37,5,5,4
273,2023-01-01,17:43:15,2,4,1
274,2023-01-01,17:44:57,6,13,1
275,2023-01-01,17:50:59,10,14,1
276,2023-01-01,17:55:01,6,2,1
277,2023-01-01,17:55:27,2,3,1
278,2023-01-01,17:57:49,9,13,1
279,2023-01-01,17:59:24,3,13,2
280,2023-01-01,18:00:11,5,8,1
281,2023-01-01,18:00:31,2,5,1
282,2023-01-01,18:01:36,3,10,1
283,2023-01-01,18:02:09,1,14,1
284,2023-01-01,18:02:18,1,12,1
285,2023-01-01,18:03:10,2,14,2
286,2023-01-01,18:05:22,5,3,2
287,2023-01-01,18:05:55,3,2,1
288,2023-01-01,18:07:02,2,14,1
289,2023-01-01,18:08:16,8,1,1
290,2023-01-01,18:09:20,4,11,3
291,2023-01-01,18:10:14,7,13,1
292,2023-01-01,18:14:06,4,2,1
293,2023-01-01,18:14:58,7,1,1
294,2023-01-01,18:15:12,7,4,1
295,2023-01-01,18:15:21,6,4,1
296,2023-01-01,18:17:31,3,2,2
297,2023-01-01,18:19:09,6,5,2
298,2023-01-01,18:20:43,9,2,1
299,2023-01-01,18:20:54,6,8,1
300,2023-01-01,18:22:18,3,9,4
301,2023-01-01,18:22:31,10,10,2
302,2023-01-01,18:24:34,7,4,1
303,2023-01-01,18:27:00,5,12,1
304,2023-01-01,18:27:14,3,12,4
305,2023-01-01,18:32:19,1,8,1
306,2023-01-01,18:37:40,2,10,2
307,2023-01-01,18:39:44,5,7,2
308,2023-01-01,18:40:10,8,2,1
309,2023-01-01,18:42:49,5,6,1
310,2023-01-01,18:48:18,2,14,2
311,2023-01-01,18:49:11,5,6,3
312,2023-01-01,18:50:51,10,2,2
313,2023-01-01,18:51:19,10,12,1
314,2023-01-01,18:57:48,8,12,1
315,2023-01-01,18:58:41,1,3,1
316,2023-01-01,19:00:17,2,1,2
317,2023-01-01,19:01:32,4,3,2
318,2023-01-01,19:01:50,3,3,1
319,2023-01-01,19:02:06,1,6,2
320,2023-01-01,19:02:06,9,11,4
321,2023-01-01,19:02:29,1,7,1
322,2023-01-01,19:04:42,4,4,1
323,2023-01-01,19:04:45,2,13,1
324,2023-01-01,19:05:09,2,5,1
325,2023-01-01,19:05:26,7,5,3
326,2023-01-01,19:06:04,3,3,1
327,2023-01-01,19:06:21,5,9,1
328,2023-01-01,19:07:01,2,3,1
329,2023-01-01,19:07:52,7,8,1
330,2023-01-01,19:08:53,3,7,1
331,2023-01-01,19:09:05,3,1,2
332,2023-01-01,19:09:58,1,9,1
333,2023-01-01,19:10:37,8,7,2
334,2023-01-01,19:11:36,8,6,1
335,2023-01-01,19:11:40,2,6,2
336,2023-01-01,19:12:02,2,3,3
337,2023-01-01,19:12:05,1,2,4
338,2023-01-01,19:12:11,3,7,1
339,2023-01-01,19:13:45,4,14,1
340,2023-01-01,19:14:04,7,5,1
341,2023-01-01,19:14:06,5,7,1
342,2023-01-01,19:16:21,6,1,2
343,2023-01-01,19:18:01,4,5,1
344,2023-01-01,19:18:25,8,12,1
345,2023-01-01,19:18:44,1,5,2
346,2023-01-01,19:18:58,3,8,1
347,2023-01-01,19:21:58,3,5,2
348,2023-01-01,19:22:03,4,5,2
349,2023-01-01,19:22:03,1,12,1
350,2023-01-01,19:23:24,7,11,2
351,2023-01-01,19:23:43,5,9,1
352,2023-01-01,19:23:44,10,6,2
353,2023-01-01,19:23:47,6,14,1
354,2023-01-01,19:24:00,2,9,2
355,2023-01-01,19:24:15,4,10,1
356,2023-01-01,19:24:26,1,8,1
357,2023-01-01,19:24:44,4,12,1
358,2023-01-01,19:24:50,6,5,2
359,2023-01-01,19:25:51,7,14,4
360,2023-01-01,19:25:53,4,8,1
361,2023-01-01,19:25:59,6,8,1
362,2023-01-01,19:26:02,9,13,1
363,2023-01-01,19:27:36,10,10,1
364,2023-01-01,19:27:59,4,2,1
365,2023-01-01,19:28:42,1,7,1
366,2023-01-01,19:29:03,8,9,1
367,2023-01-01,19:29:08,8,5,3
368,2023-01-01,19:30:03,6,13,1
369,2023-01-01,19:30:50,8,2,1
370,2023-01-01,19:30:53,4,11,3
371,2023-01-01,19:32:16,3,8,1
372,2023-01-01,19:32:27,8,13,1
373,2023-01-01,19:32:33,1,11,2
374,2023-01-01,19:32:52,6,13,1
375,2023-01-01,19:32:59,4,14,1
376,2023-01-01,19:33:25,10,3,2
377,2023-01-01,19:33:36,9,13,1
378,2023-01-01,19:34:09,5,6,2
379,2023-01-01,19:34:41,4,7,1
380,2023-01-01,19:35:54,4,14,2
381,2023-01-01,19:36:23,8,9,2
382,2023-01-01,19:37:29,3,11,1
383,2023-01-01,19:40:11,3,5,3
384,2023-01-01,19:40:28,2,12,2
385,2023-01-01,19:41:17,3,1,3
386,2023-01-01,19:41:33,8,5,1
387,2023-01-01,19:42:30,4,9,1
388,2023-01-01,19:42:46,2,6,2
389,2023-01-01,19:44:23,4,4,1
390,2023-01-01,19:45:50,9,4,3
391,2023-01-01,19:46:26,3,12,1
392,2023-01-01,19:46:45,1,11,1
393,2023-01-01,19:46:52,3,3,1
394,2023-01-01,19:47:17,3,14,1
395,2023-01-01,19:47:21,3,1,1
396,2023-01-01,19:47:27,3,3,1
397,2023-01-01,19:48:12,8,5,2
398,2023-01-01,19:48:22,5,6,3
399,2023-01-01,19:48:58,9,6,1
400,2023-01-01,19:49:00,5,3,2
401,2023-01-01,19:49:59,3,7,3
402,2023-01-01,19:51:00,4,11,3
403,2023-01-01,19:51:17,5,7,2
404,2023-01-01,19:51:32,1,7,2
405,2023-01-01,19:52:10,8,10,2
406,2023-01-01,19:52:54,3,14,2
407,2023-01-01,19:53:51,6,4,1
408,2023-01-01,19:55:42,5,11,2
409,2023-01-01,19:55:44,5,4,1
410,2023-01-01,19:56:32,9,1,1
411,2023-01-01,19:59:04,7,6,1
412,2023-01-01,19:59:05,2,1,1
413,2023-01-01,19:59:13,2,8,4
414,2023-01-01,19:59:38,3,2,4
415,2023-01-01,19:59:46,4,12,3
416,2023-01-01,19:59:47,3,6,1
417,2023-01-01,20:02:12,3,5,1
418,2023-01-01,20:02:37,2,14,2
419,2023-01-01,20:02:51,4,8,2
420,2023-01-01,20:03:30,3,9,1
421,2023-01-01,20:03:57,4,12,1
422,2023-01-01,20:04:00,3,3,1
423,2023-01-01,20:05:43,1,1,2
424,2023-01-01,20:05:45,3,11,2
425,2023-01-01,20:05:46,2,9,1
426,2023-01-01,20:05:54,3,2,1
427,2023-01-01,20:06:06,4,7,1
428,2023-01-01,20:06:40,1,3,4
429,2023-01-01,20:07:25,7,6,1
430,2023-01-01,20:07:28,3,2,1
431,2023-01-01,20:08:16,2,11,1
432,2023-01-01,20:08:31,5,10,1
433,2023-01-01,20:08:34,3,14,3
434,2023-01-01,20:08:49,7,2,1
435,2023-01-01,20:09:15,3,10,2
436,2023-01-01,20:09:35,5,13,2
437,2023-01-01,20:09:52,1,3,1
438,2023-01-01,20:09:54,5,5,1
439,2023-01-01,20:10:05,10,6,3
440,2023-01-01,20:11:15,2,4,3
441,2023-01-01,20:12:04,2,13,3
442,2023-01-01,20:12:06,2,4,1
443,2023-01-01,20:12:18,7,6,1
444,2023-01-01,20:12:57,5,6,1
445,2023-01-01,20:14:05,2,10,2
446,2023-01-01,20:14:18,5,11,1
447,2023-01-01,20:14:40,1,13,1
448,2023-01-01,20:15:10,8,1,4
449,2023-01-01,20:15:10,3,9,4
450,2023-01-01,20:15:28,2,11,1
451,2023-01-01,20:15:55,1,13,1
452,2023-01-01,20:16:03,9,1,1
453,2023-01-01,20:16:32,8,13,1
454,2023-01-01,20:17:07,10,12,2
455,2023-01-01,20:17:23,4,11,2
456,2023-01-01,20:17:30,1,8,1
457,2023-01-01,20:18:28,5,11,1
458,2023-01-01,20:18:37,4,12,1
459,2023-01-01,20:20:01,5,10,1
460,2023-01-01,20:20:58,1,7,1
461,2023-01-01,20:21:03,5,13,2
462,2023-01-01,20:21:16,1,14,2
463,2023-01-01,20:21:23,3,7,2
464,2023-01-01,20:21:41,10,6,1
465,2023-01-01,20:22:23,5,3,2
466,2023-01-01,20:22:24,4,11,1
467,2023-01-01,20:22:51,6,2,1
468,2023-01-01,20:24:25,3,11,1
469,2023-01-01,20:24:52,1,10,1
470,2023-01-01,20:26:32,9,13,3
471,2023-01-01,20:26:53,8,11,2
472,2023-01-01,20:27:26,2,10,4
473,2023-01-01,20:27:39,3,5,1
474,2023-01-01,20:27:44,3,12,1
475,2023-01-01,20:28:00,3,3,1
476,2023-01-01,20:28:05,6,2,2
477,2023-01-01,20:28:09,10,1,1
478,2023-01-01,20:30:13,2,4,1
479,2023-01-01,20:30:35,4,9,2
480,2023-01-01,20:30:43,8,2,1
481,2023-01-01,20:30:51,9,7,1
482,2023-01-01,20:31:19,6,13,1
483,2023-01-01,20:32:01,3,12,3
484,2023-01-01,20:32:26,8,3,1
485,2023-01-01,20:32:40,8,12,1
486,2023-01-01,20:33:28,3,7,4
487,2023-01-01,20:33:47,9,4,1
488,2023-01-01,20:34:11,1,14,3
489,2023-01-01,20:35:06,1,2,2
490,2023-01-01,20:36:24,3,9,1
491,2023-01-01,20:36:29,4,10,1
492,2023-01-01,20:38:03,9,1,1
493,2023-01-01,20:38:24,6,14,1
494,2023-01-01,20:39:54,5,11,1
495,2023-01-01,20:40:31,4,4,1
496,2023-01-01,20:42:08,1,5,2
497,2023-01-01,20:42:33,3,7,1
498,2023-01-01,20:43:57,10,11,1
499,2023-01-01,20:44:29,8,11,1
500,2023-01-01,20:44:44,7,14,1
501,2023-01-01,20:45:18,7,8,2
502,2023-01-01,20:45:50,1,6,1
503,2023-01-01,20:46:29,2,6,1
504,2023-01-01,20:46:53,3,6,1
505,2023-01-01,20:47:01,4,13,1
506,2023-01-01,20:47:28,4,7,2
507,2023-01-01,20:48:10,4,4,1
508,2023-01-01,20:49:31,6,13,1
509,2023-01-01,20:52:05,7,7,1
510,2023-01-01,20:52:51,1,4,2
511,2023-01-01,20:53:36,8,14,1
512,2023-01-01,20:55:11,9,3,4
513,2023-01-01,20:55:14,2,11,3
514,2023-01-01,20:55:44,2,10,1
515,2023-01-01,20:55:59,4,9,2
516,2023-01-01,20:56:17,1,6,1
517,2023-01-01,20:56:19,1,7,1
518,2023-01-01,20:57:17,7,10,1
519,2023-01-01,20:57:50,7,8,1
520,2023-01-01,20:57:59,6,11,2
521,2023-01-01,20:59:13,5,4,1
522,2023-01-01,20:59:31,5,6,1
523,2023-01-01,20:59:32,1,14,3
524,2023-01-01,20:59:54,3,12,1
525,2023-01-01,20:59:58,6,3,1
526,2023-01-01,21:02:39,2,3,1
527,2023-01-01,21:03:07,7,10,2
528,2023-01-01,21:04:44,7,5,1
529,2023-01-01,21:05:00,5,7,3
530,2023-01-01,21:05:41,2,14,1
531,2023-01-01,21:06:45,4,8,1
532,2023-01-01,21:07:30,6,13,1
533,2023-01-01,21:08:55,9,13,1
534,2023-01-01,21:09:10,6,8,2
535,2023-01-01,21:09:56,2,12,4
536,2023-01-01,21:10:37,5,11,1
537,2023-01-01,21:11:03,6,14,3
538,2023-01-01,21:12:34,4,14,3
539,2023-01-01,21:14:12,9,3,1
540,2023-01-01,21:16:23,3,2,2
541,2023-01-01,21:16:38,10,4,2
542,2023-01-01,21:16:57,9,12,1
543,2023-01-01,21:18:45,2,4,2
544,2023-01-01,21:19:34,5,8,2
545,2023-01-01,21:19:49,4,11,3
546,2023-01-01,21:23:02,6,8,1
547,2023-01-01,21:23:39,3,6,3
548,2023-01-01,21:23:53,6,3,1
549,2023-01-01,21:24:55,9,7,2
550,2023-01-01,21:25:51,6,14,1
551,2023-01-01,21:27:37,3,8,1
552,2023-01-01,21:29:38,9,12,3
553,2023-01-01,21:29:45,6,11,4
554,2023-01-01,21:29:54,6,12,1
555,2023-01-01,21:30:05,3,9,1
556,2023-01-01,21:30:24,3,1,2
557,2023-01-01,21:31:13,9,6,1
558,2023-01-01,21:33:52,10,7,2
559,2023-01-01,21:39:28,9,5,1
560,2023-01-01,21:40:10,4,8,1
561,2023-01-01,21:40:23,8,9,1
562,2023-01-01,21:41:09,1,10,1
563,2023-01-01,21:43:01,1,6,1
564,2023-01-01,21:43:29,1,9,1
565,2023-01-01,21:44:42,5,7,3
566,2023-01-01,21:45:54,7,8,1
567,2023-01-01,21:46:50,3,7,1
568,2023-01-01,21:48:15,1,6,1
569,2023-01-01,21:49:32,7,13,2
570,2023-01-01,21:50:11,7,13,1
571,2023-01-01,21:51:09,7,14,3
572,2023-01-01,21:53:16,7,6,2
573,2023-01-01,21:55:23,2,7,1
574,2023-01-01,21:57:09,4,8,1
575,2023-01-01,21:57:35,3,10,3
576,2023-01-01,21:57:37,4,8,1
577,2023-01-01,21:59:48,1,1,2
578,2023-01-01,22:00:10,10,7,1
579,2023-01-01,22:06:27,2,11,1
580,2023-01-01,22:10:03,7,5,2
581,2023-01-01,22:11:42,1,4,2
582,2023-01-01,22:13:31,4,4,1
583,2023-01-01,22:15:28,4,11,4
584,2023-01-01,22:16:54,6,4,1
585,2023-01-01,22:18:21,1,3,1
586,2023-01-01,22:22:38,4,6,1
587,2023-01-01,22:27:46,1,13,2
588,2023-01-01,22:35:44,5,1,3
589,2023-01-01,22:43:07,1,13,2
590,2023-01-01,22:46:19,4,9,1
591,2023-01-01,22:47:58,7,6,2
592,2023-01-01,22:51:39,4,6,4
593,2023-01-01,22:51:45,2,3,2
594,2023-01-01,22:52:17,5,1,2
595,2023-01-01,22:53:22,2,13,3
596,2023-01-01,22:54:47,5,12,1
597,2023-01-01,22:57:33,5,3,2
598,2023-01-01,23:02:13,2,2,1
599,2023-01-01,23:09:41,6,10,2
600,2023-01-01,23:17:15,1,10,1
601,2023-01-01,23:21:07,4,7,2
602,2023-01-01,23:21:28,7,9,2
603,2023-01-01,23:27:02,4,6,4
604,2023-01-01,23:32:43,2,5,1
605,2023-01-01,23:38:43,8,1,1
606,2023-01-01,23:40:51,5,8,1
607,2023-01-01,23:45:36,3,5,3
608,2023-01-01,23:49:07,4,11,2
609,2023-01-01,23:49:16,4,6,4
610,2023-01-01,23:50:56,6,4,1
611,2023-01-01,23:55:42,2,10,2
612,2023-01-01,23:59:36,4,1,2
613,2023-01-02,11:01:24,2,1,1
614,2023-01-02,11:02:27,1,12,3
615,2023-01-02,11:04:35,10,7,1
616,2023-01-02,11:06:19,3,7,1
617,2023-01-02,11:06:24,2,5,1
618,2023-01-02,11:09:36,5,11,2
619,2023-01-02,11:09:37,4,14,2
620,2023-01-02,11:13:28,8,13,2
621,2023-01-02,11:14:14,6,3,2
622,2023-01-02,11:17:23,10,5,1
623,2023-01-02,11:21:54,1,11,2
624,2023-01-02,11:24:26,2,4,2
625,2023-01-02,11:27:17,4,6,2
626,2023-01-02,11:29:24,1,1,1
627,2023-01-02,11:31:36,4,5,3
628,2023-01-02,11:33:30,2,9,2
629,2023-01-02,11:34:35,7,1,2
630,2023-01-02,11:34:59,1,13,1
631,2023-01-02,11:35:29,7,8,2
632,2023-01-02,11:37:08,6,2,2
633,2023-01-02,11:37:53,3,6,1
634,2023-01-02,11:40:34,2,3,1
635,2023-01-02,11:43:01,1,5,1
636,2023-01-02,11:44:11,3,11,1
637,2023-01-02,11:46:52,1,14,1
638,2023-01-02,11:48:48,7,6,4
639,2023-01-02,11:51:10,2,9,1
640,2023-01-02,11:51:53,9,2,3
641,2023-01-02,11:52:38,1,10,2
642,2023-01-02,11:54:09,4,8,1
643,2023-01-02,11:54:23,9,2,1
644,2023-01-02,11:54:32,3,4,2
645,2023-01-02,11:55:54,5,2,2
646,2023-01-02,11:56:59,2,14,1
647,2023-01-02,12:00:46,6,10,1
648,2023-01-02,12:04:16,2,1,1
649,2023-01-02,12:04:33,4,11,1
650,2023-01-02,12:06:06,8,10,1
651,2023-01-02,12:06:44,2,3,1
652,2023-01-02,12:07:58,1,8,2
653,2023-01-02,12:08:14,8,5,1
654,2023-01-02,12:08:43,2,14,1
655,2023-01-02,12:09:38,6,13,1
656,2023-01-02,12:12:31,2,12,1
657,2023-01-02,12:16:28,4,13,3
658,2023-01-02,12:16:32,1,5,3
659,2023-01-02,12:17:25,3,14,1
660,2023-01-02,12:18:56,7,3,1
661,2023-01-02,12:20:54,6,5,2
662,2023-01-02,12:21:02,4,9,1
663,2023-01-02,12:21:43,7,6,2
